time	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
6.432486433983816e-003	1.234776e+000	-8.812975e-001	-8.812974e-003	-8.812974e-003	8.812974e-003
6.452486433983815e-003	8.823654e-001	-1.040946e+000	-1.040946e-002	-1.040946e-002	1.040946e-002
6.472486433983815e-003	5.160392e-001	-1.184178e+000	-1.184178e-002	-1.184178e-002	1.184178e-002
6.492486433983814e-003	1.415748e-001	-1.308736e+000	-1.308736e-002	-1.308736e-002	1.308736e-002
6.512486433983813e-003	-2.351224e-001	-1.412653e+000	-1.412653e-002	-1.412653e-002	1.412653e-002
6.532486433983812e-003	-6.081115e-001	-1.494292e+000	-1.494292e-002	-1.494292e-002	1.494292e-002
6.552486433983811e-003	-9.715104e-001	-1.552366e+000	-1.552366e-002	-1.552366e-002	1.552366e-002
6.572486433983811e-003	-1.319588e+000	-1.585957e+000	-1.585957e-002	-1.585957e-002	1.585957e-002
6.592486433983810e-003	-1.646855e+000	-1.594537e+000	-1.594537e-002	-1.594537e-002	1.594537e-002
6.612486433983809e-003	-1.948150e+000	-1.577971e+000	-1.577971e-002	-1.577971e-002	1.577971e-002
6.632486433983808e-003	-2.218721e+000	-1.536518e+000	-1.536518e-002	-1.536518e-002	1.536518e-002
6.652486433983807e-003	-2.454302e+000	-1.470834e+000	-1.470834e-002	-1.470834e-002	1.470834e-002
6.672486433983806e-003	-2.651177e+000	-1.381954e+000	-1.381954e-002	-1.381954e-002	1.381954e-002
6.692486433983806e-003	-2.806242e+000	-1.271280e+000	-1.271280e-002	-1.271280e-002	1.271280e-002
6.712486433983805e-003	-2.917050e+000	-1.140557e+000	-1.140557e-002	-1.140557e-002	1.140557e-002
6.732486433983804e-003	-2.981855e+000	-9.918466e-001	-9.918465e-003	-9.918465e-003	9.918465e-003
6.752486433983803e-003	-2.999634e+000	-8.274942e-001	-8.274942e-003	-8.274942e-003	8.274942e-003
6.772486433983802e-003	-2.970107e+000	-6.500918e-001	-6.500917e-003	-6.500917e-003	6.500917e-003
6.792486433983802e-003	-2.893740e+000	-4.624370e-001	-4.624370e-003	-4.624370e-003	4.624370e-003
6.812486433983801e-003	-2.771736e+000	-2.674893e-001	-2.674893e-003	-2.674893e-003	2.674893e-003
6.832486433983800e-003	-2.606021e+000	-6.832313e-002	-6.832313e-004	-6.832313e-004	6.832313e-004
6.852486433983799e-003	-2.399208e+000	1.319205e-001	1.319205e-003	1.319205e-003	-1.319205e-003
6.872486433983798e-003	-2.154557e+000	3.300837e-001	3.300837e-003	3.300837e-003	-3.300837e-003
6.892486433983797e-003	-1.875928e+000	5.230412e-001	5.230413e-003	5.230413e-003	-5.230413e-003
6.912486433983797e-003	-1.567714e+000	7.077501e-001	7.077502e-003	7.077502e-003	-7.077502e-003
6.932486433983796e-003	-1.234776e+000	8.812975e-001	8.812974e-003	8.812974e-003	-8.812974e-003
6.952486433983795e-003	-8.823654e-001	1.040946e+000	1.040946e-002	1.040946e-002	-1.040946e-002
6.972486433983794e-003	-5.160392e-001	1.184178e+000	1.184178e-002	1.184178e-002	-1.184178e-002
6.992486433983793e-003	-1.415748e-001	1.308736e+000	1.308736e-002	1.308736e-002	-1.308736e-002
7.012486433983793e-003	2.351224e-001	1.412653e+000	1.412653e-002	1.412653e-002	-1.412653e-002
7.032486433983792e-003	6.081115e-001	1.494292e+000	1.494292e-002	1.494292e-002	-1.494292e-002
7.052486433983791e-003	9.715104e-001	1.552366e+000	1.552366e-002	1.552366e-002	-1.552366e-002
7.072486433983790e-003	1.319588e+000	1.585957e+000	1.585957e-002	1.585957e-002	-1.585957e-002
7.092486433983789e-003	1.646855e+000	1.594537e+000	1.594537e-002	1.594537e-002	-1.594537e-002
7.112486433983789e-003	1.948150e+000	1.577971e+000	1.577971e-002	1.577971e-002	-1.577971e-002
7.132486433983788e-003	2.218721e+000	1.536518e+000	1.536518e-002	1.536518e-002	-1.536518e-002
7.152486433983787e-003	2.454302e+000	1.470834e+000	1.470834e-002	1.470834e-002	-1.470834e-002
7.172486433983786e-003	2.651177e+000	1.381954e+000	1.381954e-002	1.381954e-002	-1.381954e-002
7.192486433983785e-003	2.806242e+000	1.271280e+000	1.271280e-002	1.271280e-002	-1.271280e-002
7.212486433983784e-003	2.917050e+000	1.140557e+000	1.140557e-002	1.140557e-002	-1.140557e-002
7.232486433983784e-003	2.981855e+000	9.918466e-001	9.918465e-003	9.918465e-003	-9.918465e-003
7.252486433983783e-003	2.999634e+000	8.274942e-001	8.274942e-003	8.274942e-003	-8.274942e-003
7.272486433983782e-003	2.970107e+000	6.500918e-001	6.500917e-003	6.500917e-003	-6.500917e-003
7.292486433983781e-003	2.893740e+000	4.624370e-001	4.624370e-003	4.624370e-003	-4.624370e-003
7.312486433983780e-003	2.771736e+000	2.674893e-001	2.674893e-003	2.674893e-003	-2.674893e-003
7.332486433983780e-003	2.606021e+000	6.832313e-002	6.832313e-004	6.832313e-004	-6.832313e-004
7.352486433983779e-003	2.399208e+000	-1.319205e-001	-1.319205e-003	-1.319205e-003	1.319205e-003
7.372486433983778e-003	2.154557e+000	-3.300837e-001	-3.300837e-003	-3.300837e-003	3.300837e-003
7.392486433983777e-003	1.875928e+000	-5.230412e-001	-5.230413e-003	-5.230413e-003	5.230413e-003
7.412486433983776e-003	1.567714e+000	-7.077501e-001	-7.077502e-003	-7.077502e-003	7.077502e-003
7.432486433983775e-003	1.234776e+000	-8.812975e-001	-8.812974e-003	-8.812974e-003	8.812974e-003
7.452486433983775e-003	8.823654e-001	-1.040946e+000	-1.040946e-002	-1.040946e-002	1.040946e-002
7.472486433983774e-003	5.160392e-001	-1.184178e+000	-1.184178e-002	-1.184178e-002	1.184178e-002
7.492486433983773e-003	1.415748e-001	-1.308736e+000	-1.308736e-002	-1.308736e-002	1.308736e-002
7.512486433983772e-003	-2.351224e-001	-1.412653e+000	-1.412653e-002	-1.412653e-002	1.412653e-002
7.532486433983771e-003	-6.081115e-001	-1.494292e+000	-1.494292e-002	-1.494292e-002	1.494292e-002
7.552486433983771e-003	-9.715104e-001	-1.552366e+000	-1.552366e-002	-1.552366e-002	1.552366e-002
7.572486433983770e-003	-1.319588e+000	-1.585957e+000	-1.585957e-002	-1.585957e-002	1.585957e-002
7.592486433983769e-003	-1.646855e+000	-1.594537e+000	-1.594537e-002	-1.594537e-002	1.594537e-002
7.612486433983768e-003	-1.948150e+000	-1.577971e+000	-1.577971e-002	-1.577971e-002	1.577971e-002
7.632486433983767e-003	-2.218721e+000	-1.536518e+000	-1.536518e-002	-1.536518e-002	1.536518e-002
7.652486433983767e-003	-2.454302e+000	-1.470834e+000	-1.470834e-002	-1.470834e-002	1.470834e-002
7.672486433983766e-003	-2.651177e+000	-1.381954e+000	-1.381954e-002	-1.381954e-002	1.381954e-002
7.692486433983765e-003	-2.806242e+000	-1.271280e+000	-1.271280e-002	-1.271280e-002	1.271280e-002
7.712486433983764e-003	-2.917050e+000	-1.140557e+000	-1.140557e-002	-1.140557e-002	1.140557e-002
7.732486433983763e-003	-2.981855e+000	-9.918466e-001	-9.918465e-003	-9.918465e-003	9.918465e-003
7.752486433983762e-003	-2.999634e+000	-8.274942e-001	-8.274942e-003	-8.274942e-003	8.274942e-003
7.772486433983762e-003	-2.970107e+000	-6.500918e-001	-6.500917e-003	-6.500917e-003	6.500917e-003
7.792486433983761e-003	-2.893740e+000	-4.624370e-001	-4.624370e-003	-4.624370e-003	4.624370e-003
7.812486433983760e-003	-2.771736e+000	-2.674893e-001	-2.674893e-003	-2.674893e-003	2.674893e-003
7.832486433983760e-003	-2.606021e+000	-6.832313e-002	-6.832313e-004	-6.832313e-004	6.832313e-004
7.852486433983759e-003	-2.399208e+000	1.319205e-001	1.319205e-003	1.319205e-003	-1.319205e-003
7.872486433983758e-003	-2.154557e+000	3.300837e-001	3.300837e-003	3.300837e-003	-3.300837e-003
7.892486433983758e-003	-1.875928e+000	5.230412e-001	5.230413e-003	5.230413e-003	-5.230413e-003
7.912486433983757e-003	-1.567714e+000	7.077501e-001	7.077502e-003	7.077502e-003	-7.077502e-003
7.932486433983756e-003	-1.234776e+000	8.812975e-001	8.812974e-003	8.812974e-003	-8.812974e-003
7.952486433983755e-003	-8.823654e-001	1.040946e+000	1.040946e-002	1.040946e-002	-1.040946e-002
7.972486433983754e-003	-5.160392e-001	1.184178e+000	1.184178e-002	1.184178e-002	-1.184178e-002
7.992486433983754e-003	-1.415748e-001	1.308736e+000	1.308736e-002	1.308736e-002	-1.308736e-002
8.012486433983753e-003	2.351224e-001	1.412653e+000	1.412653e-002	1.412653e-002	-1.412653e-002
8.032486433983752e-003	6.081115e-001	1.494292e+000	1.494292e-002	1.494292e-002	-1.494292e-002
8.052486433983751e-003	9.715104e-001	1.552366e+000	1.552366e-002	1.552366e-002	-1.552366e-002
8.072486433983750e-003	1.319588e+000	1.585957e+000	1.585957e-002	1.585957e-002	-1.585957e-002
8.092486433983749e-003	1.646855e+000	1.594537e+000	1.594537e-002	1.594537e-002	-1.594537e-002
8.112486433983749e-003	1.948150e+000	1.577971e+000	1.577971e-002	1.577971e-002	-1.577971e-002
8.132486433983748e-003	2.218721e+000	1.536518e+000	1.536518e-002	1.536518e-002	-1.536518e-002
8.152486433983747e-003	2.454302e+000	1.470834e+000	1.470834e-002	1.470834e-002	-1.470834e-002
8.172486433983746e-003	2.651177e+000	1.381954e+000	1.381954e-002	1.381954e-002	-1.381954e-002
8.192486433983745e-003	2.806242e+000	1.271280e+000	1.271280e-002	1.271280e-002	-1.271280e-002
8.212486433983745e-003	2.917050e+000	1.140557e+000	1.140557e-002	1.140557e-002	-1.140557e-002
8.232486433983744e-003	2.981855e+000	9.918466e-001	9.918465e-003	9.918465e-003	-9.918465e-003
8.252486433983743e-003	2.999634e+000	8.274942e-001	8.274942e-003	8.274942e-003	-8.274942e-003
8.272486433983742e-003	2.970107e+000	6.500918e-001	6.500917e-003	6.500917e-003	-6.500917e-003
8.292486433983741e-003	2.893740e+000	4.624370e-001	4.624370e-003	4.624370e-003	-4.624370e-003
8.312486433983740e-003	2.771736e+000	2.674893e-001	2.674893e-003	2.674893e-003	-2.674893e-003
8.332486433983740e-003	2.606021e+000	6.832313e-002	6.832313e-004	6.832313e-004	-6.832313e-004
8.352486433983739e-003	2.399208e+000	-1.319205e-001	-1.319205e-003	-1.319205e-003	1.319205e-003
8.372486433983738e-003	2.154557e+000	-3.300837e-001	-3.300837e-003	-3.300837e-003	3.300837e-003
8.392486433983737e-003	1.875928e+000	-5.230412e-001	-5.230413e-003	-5.230413e-003	5.230413e-003
8.412486433983736e-003	1.567714e+000	-7.077501e-001	-7.077502e-003	-7.077502e-003	7.077502e-003
8.432486433983736e-003	1.234776e+000	-8.812975e-001	-8.812974e-003	-8.812974e-003	8.812974e-003
8.452486433983735e-003	8.823654e-001	-1.040946e+000	-1.040946e-002	-1.040946e-002	1.040946e-002
8.472486433983734e-003	5.160392e-001	-1.184178e+000	-1.184178e-002	-1.184178e-002	1.184178e-002
8.492486433983733e-003	1.415748e-001	-1.308736e+000	-1.308736e-002	-1.308736e-002	1.308736e-002
8.512486433983732e-003	-2.351224e-001	-1.412653e+000	-1.412653e-002	-1.412653e-002	1.412653e-002
8.532486433983732e-003	-6.081115e-001	-1.494292e+000	-1.494292e-002	-1.494292e-002	1.494292e-002
8.552486433983731e-003	-9.715104e-001	-1.552366e+000	-1.552366e-002	-1.552366e-002	1.552366e-002
8.572486433983730e-003	-1.319588e+000	-1.585957e+000	-1.585957e-002	-1.585957e-002	1.585957e-002
8.592486433983729e-003	-1.646855e+000	-1.594537e+000	-1.594537e-002	-1.594537e-002	1.594537e-002
8.612486433983728e-003	-1.948150e+000	-1.577971e+000	-1.577971e-002	-1.577971e-002	1.577971e-002
8.632486433983727e-003	-2.218721e+000	-1.536518e+000	-1.536518e-002	-1.536518e-002	1.536518e-002
8.652486433983727e-003	-2.454302e+000	-1.470834e+000	-1.470834e-002	-1.470834e-002	1.470834e-002
8.672486433983726e-003	-2.651177e+000	-1.381954e+000	-1.381954e-002	-1.381954e-002	1.381954e-002
8.692486433983725e-003	-2.806242e+000	-1.271280e+000	-1.271280e-002	-1.271280e-002	1.271280e-002
8.712486433983724e-003	-2.917050e+000	-1.140557e+000	-1.140557e-002	-1.140557e-002	1.140557e-002
8.732486433983723e-003	-2.981855e+000	-9.918466e-001	-9.918465e-003	-9.918465e-003	9.918465e-003
8.752486433983723e-003	-2.999634e+000	-8.274942e-001	-8.274942e-003	-8.274942e-003	8.274942e-003
8.772486433983722e-003	-2.970107e+000	-6.500918e-001	-6.500917e-003	-6.500917e-003	6.500917e-003
8.792486433983721e-003	-2.893740e+000	-4.624370e-001	-4.624370e-003	-4.624370e-003	4.624370e-003
8.812486433983720e-003	-2.771736e+000	-2.674893e-001	-2.674893e-003	-2.674893e-003	2.674893e-003
8.832486433983719e-003	-2.606021e+000	-6.832313e-002	-6.832313e-004	-6.832313e-004	6.832313e-004
8.852486433983718e-003	-2.399208e+000	1.319205e-001	1.319205e-003	1.319205e-003	-1.319205e-003
8.872486433983718e-003	-2.154557e+000	3.300837e-001	3.300837e-003	3.300837e-003	-3.300837e-003
8.892486433983717e-003	-1.875928e+000	5.230412e-001	5.230413e-003	5.230413e-003	-5.230413e-003
8.912486433983716e-003	-1.567714e+000	7.077501e-001	7.077502e-003	7.077502e-003	-7.077502e-003
8.932486433983715e-003	-1.234776e+000	8.812975e-001	8.812974e-003	8.812974e-003	-8.812974e-003
8.952486433983714e-003	-8.823654e-001	1.040946e+000	1.040946e-002	1.040946e-002	-1.040946e-002
8.972486433983714e-003	-5.160392e-001	1.184178e+000	1.184178e-002	1.184178e-002	-1.184178e-002
8.992486433983713e-003	-1.415748e-001	1.308736e+000	1.308736e-002	1.308736e-002	-1.308736e-002
9.012486433983712e-003	2.351224e-001	1.412653e+000	1.412653e-002	1.412653e-002	-1.412653e-002
9.032486433983711e-003	6.081115e-001	1.494292e+000	1.494292e-002	1.494292e-002	-1.494292e-002
9.052486433983710e-003	9.715104e-001	1.552366e+000	1.552366e-002	1.552366e-002	-1.552366e-002
9.072486433983710e-003	1.319588e+000	1.585957e+000	1.585957e-002	1.585957e-002	-1.585957e-002
9.092486433983709e-003	1.646855e+000	1.594537e+000	1.594537e-002	1.594537e-002	-1.594537e-002
9.112486433983708e-003	1.948150e+000	1.577971e+000	1.577971e-002	1.577971e-002	-1.577971e-002
9.132486433983707e-003	2.218721e+000	1.536518e+000	1.536518e-002	1.536518e-002	-1.536518e-002
9.152486433983706e-003	2.454302e+000	1.470834e+000	1.470834e-002	1.470834e-002	-1.470834e-002
9.172486433983705e-003	2.651177e+000	1.381954e+000	1.381954e-002	1.381954e-002	-1.381954e-002
9.192486433983705e-003	2.806242e+000	1.271280e+000	1.271280e-002	1.271280e-002	-1.271280e-002
9.212486433983704e-003	2.917050e+000	1.140557e+000	1.140557e-002	1.140557e-002	-1.140557e-002
9.232486433983703e-003	2.981855e+000	9.918466e-001	9.918465e-003	9.918465e-003	-9.918465e-003
9.252486433983702e-003	2.999634e+000	8.274942e-001	8.274942e-003	8.274942e-003	-8.274942e-003
9.272486433983701e-003	2.970107e+000	6.500918e-001	6.500917e-003	6.500917e-003	-6.500917e-003
9.292486433983701e-003	2.893740e+000	4.624370e-001	4.624370e-003	4.624370e-003	-4.624370e-003
9.312486433983700e-003	2.771736e+000	2.674893e-001	2.674893e-003	2.674893e-003	-2.674893e-003
9.332486433983699e-003	2.606021e+000	6.832313e-002	6.832313e-004	6.832313e-004	-6.832313e-004
9.352486433983698e-003	2.399208e+000	-1.319205e-001	-1.319205e-003	-1.319205e-003	1.319205e-003
9.372486433983697e-003	2.154557e+000	-3.300837e-001	-3.300837e-003	-3.300837e-003	3.300837e-003
9.392486433983696e-003	1.875928e+000	-5.230412e-001	-5.230413e-003	-5.230413e-003	5.230413e-003
9.412486433983696e-003	1.567714e+000	-7.077501e-001	-7.077502e-003	-7.077502e-003	7.077502e-003
9.432486433983695e-003	1.234776e+000	-8.812975e-001	-8.812974e-003	-8.812974e-003	8.812974e-003
9.452486433983694e-003	8.823654e-001	-1.040946e+000	-1.040946e-002	-1.040946e-002	1.040946e-002
9.472486433983693e-003	5.160392e-001	-1.184178e+000	-1.184178e-002	-1.184178e-002	1.184178e-002
9.492486433983692e-003	1.415748e-001	-1.308736e+000	-1.308736e-002	-1.308736e-002	1.308736e-002
9.512486433983692e-003	-2.351224e-001	-1.412653e+000	-1.412653e-002	-1.412653e-002	1.412653e-002
9.532486433983691e-003	-6.081115e-001	-1.494292e+000	-1.494292e-002	-1.494292e-002	1.494292e-002
9.552486433983690e-003	-9.715104e-001	-1.552366e+000	-1.552366e-002	-1.552366e-002	1.552366e-002
9.572486433983689e-003	-1.319588e+000	-1.585957e+000	-1.585957e-002	-1.585957e-002	1.585957e-002
9.592486433983688e-003	-1.646855e+000	-1.594537e+000	-1.594537e-002	-1.594537e-002	1.594537e-002
9.612486433983688e-003	-1.948150e+000	-1.577971e+000	-1.577971e-002	-1.577971e-002	1.577971e-002
9.632486433983687e-003	-2.218721e+000	-1.536518e+000	-1.536518e-002	-1.536518e-002	1.536518e-002
9.652486433983686e-003	-2.454302e+000	-1.470834e+000	-1.470834e-002	-1.470834e-002	1.470834e-002
9.672486433983685e-003	-2.651177e+000	-1.381954e+000	-1.381954e-002	-1.381954e-002	1.381954e-002
9.692486433983684e-003	-2.806242e+000	-1.271280e+000	-1.271280e-002	-1.271280e-002	1.271280e-002
9.712486433983683e-003	-2.917050e+000	-1.140557e+000	-1.140557e-002	-1.140557e-002	1.140557e-002
9.732486433983683e-003	-2.981855e+000	-9.918466e-001	-9.918465e-003	-9.918465e-003	9.918465e-003
9.752486433983682e-003	-2.999634e+000	-8.274942e-001	-8.274942e-003	-8.274942e-003	8.274942e-003
9.772486433983681e-003	-2.970107e+000	-6.500918e-001	-6.500917e-003	-6.500917e-003	6.500917e-003
9.792486433983680e-003	-2.893740e+000	-4.624370e-001	-4.624370e-003	-4.624370e-003	4.624370e-003
9.812486433983679e-003	-2.771736e+000	-2.674893e-001	-2.674893e-003	-2.674893e-003	2.674893e-003
9.832486433983679e-003	-2.606021e+000	-6.832313e-002	-6.832313e-004	-6.832313e-004	6.832313e-004
9.852486433983678e-003	-2.399208e+000	1.319205e-001	1.319205e-003	1.319205e-003	-1.319205e-003
9.872486433983677e-003	-2.154557e+000	3.300837e-001	3.300837e-003	3.300837e-003	-3.300837e-003
9.892486433983676e-003	-1.875928e+000	5.230412e-001	5.230413e-003	5.230413e-003	-5.230413e-003
9.912486433983675e-003	-1.567714e+000	7.077501e-001	7.077502e-003	7.077502e-003	-7.077502e-003
9.932486433983674e-003	-1.234776e+000	8.812975e-001	8.812974e-003	8.812974e-003	-8.812974e-003
9.952486433983674e-003	-8.823654e-001	1.040946e+000	1.040946e-002	1.040946e-002	-1.040946e-002
9.972486433983673e-003	-5.160392e-001	1.184178e+000	1.184178e-002	1.184178e-002	-1.184178e-002
9.992486433983672e-003	-1.415748e-001	1.309056e+000	1.309056e-002	1.309056e-002	-1.309056e-002
1.000000000000000e-002	-7.347880e-015	1.351611e+000	1.351611e-002	1.351611e-002	-1.351611e-002
